anxiety,tense
anxiety,shaky
anxiety,panicky
anxiety,uneasy
anxiety,restless
anxiety,nervous
anxiety,anxious
depression,unhappy
depression,sorry
depression,sad
depression,blue
depression,hopeless
depression,unworthy
depression,discouraged
depression,lonely
depression,miserable
depression,gloomy
depression,desperate
depression,helpless
depression,worthless
depression,terrified
depression,guilty
anger,anger
anger,peeved
anger,grouchy
anger,spiteful
anger,annoyed
anger,resentful
anger,bitter
anger,rebellious
anger,deceived
anger,furious
confusion,confused
confusion,muddled
confusion,bewildered
confusion,forgetful
confusion,uncertain
calm,cool
calm,harmonious
calm,placid
calm,serene
calm,smooth
calm,soothing
calm,tranquil
calm,peaceful
calm,undisturbed
calm,quiet
happy,lively
happy,active
happy,energetic
happy,cheerful
happy,alert
happy,peppy
happy,carefree
happy,vigorous
anxiety,strain
anxiety,tight
anxiety,taut
anxiety,electric
anxiety,edgy
anxiety,drawn
anxiety,restive
anxiety,wired
anxiety,jittery
anxiety,strained
anxiety,uptight
anxiety,isotonic
anxiety,nervy
anxiety,aroused
anxiety,jumpy
anxiety,high-strung
anxiety,wound up
anxiety,constricted
anxiety,suspenseful
anxiety,overstrung
anxiety,suspensive
anxiety,unrelaxed
anxiety,tense up
anxiety,cliff-hanging
anxiety,wonky
anxiety,precarious
anxiety,insecure
anxiety,rickety
anxiety,unstable
anxiety,wobbly
anxiety,shivering
anxiety,shaking
anxiety,quivering
anxiety,trembling
anxiety,unsteady
anxiety,unsafe
anxiety,quaking
anxiety,frightened
anxiety,panicked
anxiety,panic-stricken
anxiety,panic-struck
anxiety,awkward
anxiety,apprehensive
anxiety,strange
anxiety,uncomfortable
anxiety,troubled
anxiety,ill at ease
anxiety,unquiet
anxiety,moving
anxiety,fidgety
anxiety,itchy
anxiety,fretful
anxiety,unsatisfied
anxiety,discontented
anxiety,ungratified
anxiety,excited
anxiety,skittish
anxiety,spooky
anxiety,neural
anxiety,excitable
anxiety,aflutter
anxiety,in suspense
anxiety,dying
depression,bad
depression,wretched
depression,nostalgic
depression,distressed
depression,suffering
depression,unpleasant
depression,unfortunate
depression,lovesick
depression,homesick
depression,dysphoric
depression,infelicitous
depression,contrite
depression,dismal
depression,deplorable
depression,compassionate
depression,dreary
depression,dingy
depression,drab
depression,penitent
depression,rueful
depression,pitiful
depression,drear
depression,lamentable
depression,distressing
depression,remorseful
depression,repentant
depression,regretful
depression,cheerless
depression,meritless
depression,no-good
depression,pitying
depression,good-for-nothing
depression,no-count
depression,no-account
depression,good-for-naught
depression,sorry for
depression,uncheerful
depression,melancholy
depression,pensive
depression,wistful
depression,bittersweet
depression,tragic
depression,yearning
depression,doleful
depression,mournful
depression,depressing
depression,melancholic
depression,sadden
depression,sorrowful
depression,depressive
depression,tragicomic
depression,saddening
depression,tragical
depression,heavyhearted
depression,tragicomical
depression,down
depression,dark
depression,low
depression,noble
depression,grim
depression,profane
depression,gentle
depression,dirty
depression,sexy
depression,naughty
depression,dejected
depression,racy
depression,patrician
depression,depressed
depression,spicy
depression,risque
depression,blasphemous
depression,juicy
depression,colorful
depression,puritan
depression,disconsolate
depression,colored
depression,downcast
depression,aristocratic
depression,chromatic
depression,gamy
depression,northern
depression,coloured
depression,dispirited
depression,bluish
depression,gamey
depression,puritanical
depression,bluing
depression,amytal
depression,dispiriting
depression,blueish
depression,blue sky
depression,downhearted
depression,aristocratical
depression,blueing
depression,blueness
depression,blue-blooded
depression,low-spirited
depression,dark-blue
depression,blue angel
depression,light-blue
depression,black
depression,bleak
depression,abject
depression,lost
depression,forlorn
depression,despondent
depression,dim
depression,impossible
depression,resigned
depression,insoluble
depression,incurable
depression,despairing
depression,heartsick
depression,unskilled
depression,futureless
depression,unhopeful
depression,evil
depression,wicked
depression,vile
depression,despicable
depression,ugly
depression,undeserving
depression,unmerited
depression,unmeritorious
depression,frustrated
depression,pessimistic
depression,baffled
depression,defeated
depression,disheartened
depression,irresolute
depression,balked
depression,demoralized
depression,alone
depression,solitary
depression,lone
depression,lonesome
depression,unfrequented
depression,pathetic
depression,poor
depression,paltry
depression,inferior
depression,meager
depression,hapless
depression,execrable
depression,meagre
depression,contemptible
depression,piteous
depression,scurvy
depression,measly
depression,woeful
depression,pitiable
depression,scummy
depression,low-down
depression,misfortunate
depression,meagerly
depression,glum
depression,glooming
depression,gloomful
depression,long-faced
depression,imperative
depression,critical
depression,dire
depression,brave
depression,resolute
depression,dangerous
depression,courageous
depression,heroic
depression,fearless
depression,do-or-die
depression,dependent
depression,weak
depression,incapacitated
depression,powerless
depression,superfluous
depression,otiose
depression,negligible
depression,nugatory
depression,trifling
depression,trumpery
depression,tinsel
depression,wasted
depression,trashy
depression,pointless
depression,valueless
depression,chaffy
depression,rubbishy
depression,criminal
depression,culpable
depression,delinquent
depression,condemned
depression,convicted
depression,hangdog
depression,blameworthy
depression,blameful
depression,blameable
depression,shamefaced
depression,chargeable
depression,shamed
depression,punishable
depression,blamable
depression,indictable
depression,bloodguilty
depression,finable
depression,at fault
depression,guilt-ridden
depression,censurable
depression,conscience-smitten
depression,fineable
anger,wrath
anger,ire
anger,ira
anger,choler
anger,angriness
anger,see red
anger,irritated
anger,riled
anger,displeased
anger,pissed
anger,stung
anger,roiled
anger,nettled
anger,cross
anger,fussy
anger,grumpy
anger,crabby
anger,crabbed
anger,bad-tempered
anger,ill-tempered
anger,ill-natured
anger,mean
anger,awful
anger,malicious
anger,nasty
anger,vindictive
anger,hateful
anger,despiteful
anger,vexed
anger,harried
anger,harassed
anger,pestered
anger,acrimonious
anger,rancorous
anger,rancourous
anger,acid
anger,hostile
anger,acerbic
anger,caustic
anger,acrid
anger,virulent
anger,vitriolic
anger,painful
anger,blistering
anger,venomous
anger,bitterness
anger,acerb
anger,biting
anger,intolerable
anger,tasteful
anger,bitterly
anger,sulfurous
anger,sulphurous
anger,bitingly
anger,piercingly
anger,rebel
anger,disaffected
anger,malcontent
anger,insubordinate
anger,disloyal
anger,rebelling
anger,ill-affected
anger,wild
anger,savage
anger,fierce
anger,angry
anger,ferocious
anger,violent
anger,tempestuous
anger,raging
anger,stormy
anger,enraged
anger,infuriated
anger,angered
anger,maddened
confusion,upset
confusion,perplexed
confusion,silly
confusion,bemused
confusion,broken
confusion,addled
confusion,confounded
confusion,woolly
confusion,incoherent
confusion,befuddled
confusion,stunned
confusion,dazed
confusion,scattered
confusion,potty
confusion,garbled
confusion,illogical
confusion,disjointed
confusion,stupefied
confusion,disoriented
confusion,wooly
confusion,disconnected
confusion,clouded
confusion,dazzled
confusion,muzzy
confusion,mazed
confusion,addlepated
confusion,mixed-up
confusion,disorganized
confusion,disordered
confusion,slaphappy
confusion,unconnected
confusion,at sea
confusion,punch-drunk
confusion,trancelike
confusion,befogged
confusion,muddleheaded
confusion,addlebrained
confusion,woolly-headed
confusion,unoriented
confusion,wooly-minded
confusion,puddingheaded
confusion,short
confusion,oblivious
confusion,inattentive
confusion,mindless
confusion,amnesiac
confusion,amnesic
confusion,unmindful
confusion,unretentive
confusion,contingent
confusion,ambiguous
confusion,ambivalent
confusion,dubious
confusion,variable
confusion,iffy
confusion,hesitant
confusion,indefinite
confusion,groping
confusion,doubtful
confusion,unsettled
confusion,unreliable
confusion,changeable
confusion,unsure
confusion,chancy
confusion,fluky
confusion,flukey
confusion,incertain
confusion,undependable
confusion,up in the air
confusion,unsealed
calm,good
calm,keen
calm,great
calm,objective
calm,cold
calm,swell
calm,neat
calm,bully
calm,aplomb
calm,poise
calm,chill
calm,dandy
calm,nifty
calm,composed
calm,felicitous
calm,chilly
calm,groovy
calm,cracking
calm,peachy
calm,smashing
calm,skilled
calm,cooling
calm,caller
calm,unqualified
calm,unresponsive
calm,bang-up
calm,unfriendly
calm,sang-froid
calm,assuredness
calm,nonsubjective
calm,slap-up
calm,nerveless
calm,corking
calm,cooled
calm,self-possession
calm,unenthusiastic
calm,cool off
calm,cool down
calm,coolheaded
calm,air-conditioned
calm,not bad
calm,unexcited
calm,precooled
calm,air-cooled
calm,water-cooled
calm,unqualiied
calm,appropriate
calm,TRUE
calm,pure
calm,congruent
calm,compatible
calm,sympathetic
calm,consonant
calm,symmetrical
calm,balanced
calm,proportionate
calm,harmonic
calm,congruous
calm,symphonic
calm,harmonized
calm,harmonical
calm,symphonious
calm,on-key
calm,in harmony
calm,still
calm,calm
calm,easygoing
calm,contented
calm,equable
calm,uneventful
calm,unruffled
calm,good-natured
calm,even-tempered
calm,good-tempered
calm,clear
calm,fast
calm,sleek
calm,easy
calm,shine
calm,seamless
calm,fluid
calm,polish
calm,suave
calm,slick
calm,politic
calm,entire
calm,liquid
calm,graceful
calm,fluent
calm,diplomatic
calm,velvet
calm,undulate
calm,legato
calm,glossy
calm,flowing
calm,silky
calm,velvety
calm,marmoreal
calm,waxy
calm,glassy
calm,smoothen
calm,silken
calm,sinuate
calm,hairless
calm,satiny
calm,ceraceous
calm,unlined
calm,repand
calm,smooth out
calm,marmorean
calm,silklike
calm,unnotched
calm,creaseless
calm,unwrinkled
calm,waxlike
calm,unseamed
calm,diplomatical
calm,untoothed
calm,uncreased
calm,uncrannied
calm,unfurrowed
calm,comfortable
calm,comfy
calm,reassuring
calm,calming
calm,assuasive
calm,pacifying
